Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,RainToday,RainTomorrow
2012-06-05,CoffsHarbour,7.2,16.7,0.0,2.2,7.8,43.0,No,No
2012-06-06,CoffsHarbour,5.9,18.2,0.0,2.2,7.0,67.0,No,No
2012-06-07,CoffsHarbour,12.6,18.8,0.0,3.0,8.5,48.0,No,No
2012-06-08,CoffsHarbour,8.2,18.1,0.0,2.6,9.5,33.0,No,No
2012-06-09,CoffsHarbour,6.9,18.0,0.0,2.2,9.0,33.0,No,No
2012-06-10,CoffsHarbour,8.9,15.8,0.0,2.2,0.0,41.0,No,Yes
2012-06-14,CoffsHarbour,13.2,19.9,1.6,0.0,9.1,37.0,Yes,No
2012-06-15,CoffsHarbour,7.9,22.2,0.0,1.6,9.4,30.0,No,No
2012-06-17,CoffsHarbour,9.0,20.8,0.0,1.6,9.5,37.0,No,No
2012-06-18,CoffsHarbour,5.1,19.1,0.0,2.4,9.5,33.0,No,No
2012-06-19,CoffsHarbour,6.3,18.1,0.0,1.6,9.5,46.0,No,No
2012-06-20,CoffsHarbour,4.8,18.7,0.0,1.4,9.4,26.0,No,No
2012-06-25,CoffsHarbour,2.4,19.5,0.0,1.4,9.5,30.0,No,No
2012-06-26,CoffsHarbour,4.8,18.5,0.0,1.6,1.5,46.0,No,Yes
2012-07-02,CoffsHarbour,3.5,18.3,0.0,2.0,9.7,37.0,No,No
2012-07-03,CoffsHarbour,3.0,17.0,0.0,2.0,9.5,33.0,No,No
2012-07-04,CoffsHarbour,2.9,17.5,0.0,1.8,8.4,41.0,No,No
2012-07-08,CoffsHarbour,8.1,17.9,1.0,1.6,9.2,31.0,No,No
2012-07-09,CoffsHarbour,8.0,18.4,0.0,2.0,4.9,22.0,No,Yes
2012-07-10,CoffsHarbour,11.9,18.9,8.4,1.8,0.8,39.0,Yes,No
2012-07-11,CoffsHarbour,13.9,22.7,0.8,0.2,7.2,44.0,No,Yes
2012-07-16,CoffsHarbour,4.2,16.8,0.0,2.4,9.9,30.0,No,No
2012-07-18,CoffsHarbour,9.5,18.3,1.8,1.4,1.4,20.0,Yes,Yes
2012-07-20,CoffsHarbour,11.2,18.7,0.0,3.6,7.0,61.0,No,No
2012-07-22,CoffsHarbour,12.3,17.2,0.0,4.8,2.1,69.0,No,Yes
2012-07-23,CoffsHarbour,12.1,18.0,1.4,1.2,4.2,56.0,Yes,Yes
2012-07-24,CoffsHarbour,11.2,18.9,4.4,2.4,5.3,48.0,Yes,No
2012-07-25,CoffsHarbour,9.5,18.9,0.6,2.2,9.5,26.0,No,No
2012-07-30,CoffsHarbour,5.7,17.8,0.0,2.8,10.1,41.0,No,No
2012-07-31,CoffsHarbour,9.2,17.7,0.0,3.8,9.7,44.0,No,No
2012-08-01,CoffsHarbour,4.0,17.0,0.0,2.6,10.1,31.0,No,No
2012-08-05,CoffsHarbour,3.8,21.2,0.0,2.4,10.4,31.0,No,No
2012-08-06,CoffsHarbour,4.0,22.9,0.0,3.0,10.1,33.0,No,No
2012-08-07,CoffsHarbour,2.2,17.1,0.0,2.8,10.0,26.0,No,No
2012-08-08,CoffsHarbour,3.1,20.3,0.0,2.4,10.2,28.0,No,No
2012-08-13,CoffsHarbour,11.9,18.5,0.0,4.4,5.5,46.0,No,No
2012-08-14,CoffsHarbour,5.5,19.8,0.0,2.2,8.7,24.0,No,No
2012-08-15,CoffsHarbour,4.0,22.4,0.0,2.2,10.4,33.0,No,No
2012-08-19,CoffsHarbour,3.9,18.7,0.0,4.0,10.5,26.0,No,No
2012-08-27,CoffsHarbour,7.6,18.6,0.0,3.8,10.6,37.0,No,No
2012-08-28,CoffsHarbour,8.0,19.7,0.2,4.0,10.1,26.0,No,No
2012-08-29,CoffsHarbour,8.5,23.1,0.0,2.6,10.6,54.0,No,No
2012-09-02,CoffsHarbour,5.1,19.1,0.0,6.2,10.5,37.0,No,No
2012-09-03,CoffsHarbour,8.0,20.0,0.0,3.8,10.9,22.0,No,No
2012-09-04,CoffsHarbour,5.4,23.7,0.0,3.0,10.7,39.0,No,No
2012-09-05,CoffsHarbour,10.3,24.7,0.0,3.2,10.7,54.0,No,No
2012-09-10,CoffsHarbour,8.2,21.4,0.0,4.2,10.3,39.0,No,No
2012-09-11,CoffsHarbour,9.7,24.5,0.0,2.8,10.5,30.0,No,No
2012-09-12,CoffsHarbour,9.9,23.3,0.0,3.0,10.4,46.0,No,No
2012-09-16,CoffsHarbour,8.2,21.2,0.0,8.8,10.4,33.0,No,No
2012-09-17,CoffsHarbour,11.4,24.1,0.0,3.4,7.6,50.0,No,Yes
2012-09-18,CoffsHarbour,13.1,22.1,8.4,4.4,5.7,44.0,Yes,Yes
2012-09-19,CoffsHarbour,11.2,25.2,21.2,3.6,10.7,31.0,Yes,No
2012-09-25,CoffsHarbour,13.0,20.7,3.4,3.0,9.6,30.0,Yes,No
2012-09-26,CoffsHarbour,15.4,22.1,0.2,4.6,6.2,30.0,No,No
2012-09-30,CoffsHarbour,15.5,19.5,0.0,5.0,9.9,33.0,No,No
2012-10-01,CoffsHarbour,11.1,20.6,0.2,5.0,5.0,28.0,No,No
2012-10-02,CoffsHarbour,13.0,21.5,0.0,4.0,10.9,46.0,No,No
2012-10-03,CoffsHarbour,8.6,22.0,0.0,6.2,11.4,37.0,No,No
2012-10-08,CoffsHarbour,14.1,20.3,0.0,6.4,8.0,30.0,No,No
2012-10-09,CoffsHarbour,10.9,24.5,0.8,2.8,10.9,43.0,No,No
2012-10-10,CoffsHarbour,10.9,25.3,0.0,7.4,11.6,59.0,No,Yes
2012-10-14,CoffsHarbour,8.9,21.0,0.0,5.0,7.1,37.0,No,Yes
2012-10-15,CoffsHarbour,7.8,21.8,8.0,2.6,10.8,33.0,Yes,No
2012-10-16,CoffsHarbour,11.4,25.8,0.2,4.4,12.1,56.0,No,No
2012-10-17,CoffsHarbour,14.9,32.9,0.0,5.2,11.6,54.0,No,No
2012-10-22,CoffsHarbour,17.1,24.2,0.4,2.4,8.2,76.0,No,No
2012-10-24,CoffsHarbour,13.5,22.0,0.4,6.4,11.4,35.0,No,No
2012-10-28,CoffsHarbour,15.1,22.8,0.0,6.0,7.4,48.0,No,Yes
2012-10-29,CoffsHarbour,13.6,22.0,4.6,6.4,2.9,30.0,Yes,No
2012-10-30,CoffsHarbour,13.5,23.4,0.0,4.0,5.6,28.0,No,No
2012-10-31,CoffsHarbour,12.2,25.2,1.0,1.6,11.9,39.0,No,No
2012-11-05,CoffsHarbour,16.1,26.7,0.2,4.2,8.8,52.0,No,No
2012-11-06,CoffsHarbour,17.8,25.6,0.0,6.6,12.1,54.0,No,No
2012-11-07,CoffsHarbour,19.5,27.1,0.0,7.0,8.8,65.0,No,No
2012-11-08,CoffsHarbour,20.7,27.1,0.0,6.0,8.8,65.0,No,Yes
2012-11-12,CoffsHarbour,9.8,22.8,0.6,5.6,9.2,33.0,No,No
2012-11-13,CoffsHarbour,13.6,26.5,0.0,4.2,13.0,54.0,No,No
2012-11-14,CoffsHarbour,17.9,24.9,0.0,6.4,6.7,41.0,No,Yes
2012-11-19,CoffsHarbour,13.7,23.4,0.0,4.0,8.4,50.0,No,No
2012-11-20,CoffsHarbour,13.5,24.0,0.0,6.2,10.3,63.0,No,No
2012-11-25,CoffsHarbour,20.5,28.0,0.0,4.0,8.8,61.0,No,No
2012-11-26,CoffsHarbour,18.8,28.0,0.0,4.8,10.7,59.0,No,No
2012-11-27,CoffsHarbour,20.7,28.1,0.0,7.0,5.1,44.0,No,No
2012-11-28,CoffsHarbour,20.9,26.6,0.0,4.0,5.1,50.0,No,No
2013-01-06,CoffsHarbour,19.0,27.3,0.0,7.0,7.6,30.0,No,Yes
2013-01-07,CoffsHarbour,19.1,27.5,1.2,5.8,11.8,26.0,Yes,No
2013-01-08,CoffsHarbour,18.1,33.9,0.0,6.6,13.3,63.0,No,No
2013-01-09,CoffsHarbour,21.1,37.7,0.0,8.0,8.8,59.0,No,Yes
2013-01-14,CoffsHarbour,20.5,21.5,19.4,5.4,0.0,57.0,Yes,Yes
2013-01-15,CoffsHarbour,17.6,25.0,13.8,1.6,0.8,31.0,Yes,No
2013-01-16,CoffsHarbour,17.0,27.6,0.0,2.0,12.1,44.0,No,No
2013-01-20,CoffsHarbour,20.6,23.0,3.8,7.4,0.0,35.0,Yes,Yes
2013-01-21,CoffsHarbour,20.2,25.9,2.0,0.8,0.0,35.0,Yes,Yes
2013-01-22,CoffsHarbour,20.0,28.5,2.6,1.6,9.9,50.0,Yes,No
2013-01-23,CoffsHarbour,21.5,28.4,0.0,6.2,6.7,33.0,No,Yes
2013-01-30,CoffsHarbour,21.5,26.4,0.2,2.8,9.0,35.0,No,No
2013-03-01,CoffsHarbour,22.0,23.4,0.2,5.4,0.0,31.0,No,Yes
2013-03-04,CoffsHarbour,20.5,24.4,13.8,2.6,0.2,48.0,Yes,Yes
2013-03-05,CoffsHarbour,20.8,26.1,3.8,5.4,8.5,39.0,Yes,No
2013-03-06,CoffsHarbour,18.9,25.7,0.0,6.2,5.6,35.0,No,Yes
2013-03-11,CoffsHarbour,18.8,26.4,0.6,5.6,7.7,28.0,No,Yes
2013-03-12,CoffsHarbour,18.0,25.3,2.0,4.0,3.3,31.0,Yes,No
2013-03-13,CoffsHarbour,18.7,25.9,0.6,3.2,8.6,30.0,No,No
2013-03-17,CoffsHarbour,18.9,27.3,0.0,4.4,7.6,65.0,No,No
2013-03-18,CoffsHarbour,17.4,23.4,0.0,9.0,6.9,43.0,No,Yes
2013-03-19,CoffsHarbour,16.7,24.0,9.4,3.4,6.0,31.0,Yes,Yes
2013-03-20,CoffsHarbour,15.5,23.9,3.2,4.0,2.3,33.0,Yes,Yes
2013-03-26,CoffsHarbour,19.8,27.6,0.0,4.0,9.1,30.0,No,No
2013-03-27,CoffsHarbour,18.7,27.3,0.0,5.0,6.6,37.0,No,No
2013-03-31,CoffsHarbour,19.9,27.0,0.0,4.8,3.0,35.0,No,Yes
2013-04-01,CoffsHarbour,15.4,24.2,6.2,2.6,6.1,48.0,Yes,No
2013-04-02,CoffsHarbour,17.2,25.4,1.0,3.0,10.2,28.0,No,No
2013-04-03,CoffsHarbour,16.0,25.6,0.0,3.6,9.0,70.0,No,Yes
2013-04-08,CoffsHarbour,13.2,23.4,0.6,3.6,9.8,30.0,No,Yes
2013-04-09,CoffsHarbour,14.7,23.5,1.6,3.8,9.4,35.0,Yes,Yes
2013-04-14,CoffsHarbour,14.1,24.8,12.8,1.2,9.2,26.0,Yes,No
2013-04-17,CoffsHarbour,14.7,22.8,7.6,0.4,6.8,26.0,Yes,No
2013-04-22,CoffsHarbour,15.7,26.4,0.0,3.0,9.3,37.0,No,No
2013-04-23,CoffsHarbour,10.6,25.4,0.0,3.6,10.9,20.0,No,No
2013-04-24,CoffsHarbour,12.1,23.7,0.0,3.0,10.4,24.0,No,No
2013-04-28,CoffsHarbour,14.5,26.0,0.0,4.0,10.3,31.0,No,No
2013-04-29,CoffsHarbour,13.4,26.9,0.0,2.6,10.2,22.0,No,No
2013-04-30,CoffsHarbour,15.2,25.4,0.2,3.2,10.3,33.0,No,No
2013-05-01,CoffsHarbour,14.7,27.1,0.0,3.2,9.9,33.0,No,No
2013-05-06,CoffsHarbour,12.5,21.6,0.0,5.0,9.6,39.0,No,Yes
2013-05-07,CoffsHarbour,13.9,20.3,9.8,4.6,3.4,35.0,Yes,Yes
2013-05-08,CoffsHarbour,11.5,21.8,1.8,1.8,7.7,50.0,Yes,No
2013-05-12,CoffsHarbour,13.6,21.8,7.6,2.0,7.1,24.0,Yes,No
2013-05-13,CoffsHarbour,13.1,24.2,0.8,1.8,4.1,35.0,No,No
2013-05-14,CoffsHarbour,15.7,22.3,0.0,1.8,1.4,24.0,No,No
2013-05-15,CoffsHarbour,10.7,19.9,0.4,1.2,7.5,20.0,No,No
2013-05-20,CoffsHarbour,4.9,18.0,0.0,3.8,6.0,22.0,No,No
2013-05-21,CoffsHarbour,5.4,22.7,0.2,0.4,6.7,20.0,No,No
2013-05-22,CoffsHarbour,11.6,16.1,0.0,2.4,0.5,22.0,No,Yes
2013-05-26,CoffsHarbour,12.0,21.4,0.0,7.6,9.5,35.0,No,No
2013-05-27,CoffsHarbour,8.1,21.4,0.0,1.4,9.9,56.0,No,Yes
2013-05-28,CoffsHarbour,14.1,20.7,16.4,4.4,5.1,31.0,Yes,No
2013-05-29,CoffsHarbour,10.1,21.5,0.2,0.4,6.3,28.0,No,Yes
2013-06-03,CoffsHarbour,13.8,19.2,4.0,2.8,7.2,67.0,Yes,No
2013-06-04,CoffsHarbour,12.3,20.9,0.0,4.0,7.6,41.0,No,No
2013-06-05,CoffsHarbour,9.2,21.6,0.0,3.4,3.4,20.0,No,No
2013-06-10,CoffsHarbour,13.5,21.5,0.0,0.6,1.5,28.0,No,Yes
2013-06-17,CoffsHarbour,5.3,18.8,0.0,0.8,8.2,33.0,No,No
2013-06-18,CoffsHarbour,5.5,18.9,0.0,1.8,9.5,31.0,No,No
2013-06-19,CoffsHarbour,6.6,18.0,0.0,2.6,8.6,50.0,No,No
2013-06-23,CoffsHarbour,7.2,18.5,0.0,3.6,9.0,31.0,No,No
2013-06-24,CoffsHarbour,7.3,18.5,0.0,2.0,8.1,28.0,No,No
2013-06-25,CoffsHarbour,3.9,16.2,0.0,2.6,5.9,28.0,No,No
2013-06-26,CoffsHarbour,4.5,20.1,0.0,2.4,5.7,69.0,No,Yes
2013-07-03,CoffsHarbour,14.5,20.1,0.0,0.8,9.3,30.0,No,No
2013-07-07,CoffsHarbour,4.3,17.1,0.0,5.6,9.5,31.0,No,No
2013-07-08,CoffsHarbour,3.8,17.8,0.0,2.0,9.4,22.0,No,No
2013-07-09,CoffsHarbour,5.0,18.1,0.0,3.0,8.0,46.0,No,Yes
2013-07-10,CoffsHarbour,11.0,15.9,2.0,2.0,0.3,33.0,Yes,Yes
2013-07-15,CoffsHarbour,9.2,20.1,0.0,1.0,1.7,24.0,No,No
2013-07-16,CoffsHarbour,13.6,22.3,0.0,0.8,4.3,35.0,No,No
2013-07-17,CoffsHarbour,11.4,23.2,0.0,1.4,9.4,41.0,No,No
2013-07-21,CoffsHarbour,4.6,17.8,0.2,1.0,8.7,24.0,No,No
2013-07-22,CoffsHarbour,8.3,17.6,0.0,2.0,4.6,28.0,No,No
2013-07-23,CoffsHarbour,4.2,18.3,0.0,1.6,7.7,28.0,No,No
2013-07-24,CoffsHarbour,6.2,19.1,0.0,2.4,9.8,63.0,No,No
2013-07-29,CoffsHarbour,11.9,21.2,2.0,0.6,4.2,22.0,Yes,No
2013-08-04,CoffsHarbour,4.9,20.1,0.2,3.8,10.1,30.0,No,No
2013-08-05,CoffsHarbour,4.7,20.2,0.0,2.2,10.0,30.0,No,No
2013-08-06,CoffsHarbour,4.4,23.5,0.0,1.8,10.1,28.0,No,No
2013-08-07,CoffsHarbour,6.6,25.1,0.0,2.8,8.8,33.0,No,No
2013-08-12,CoffsHarbour,10.4,28.7,0.0,1.8,8.8,46.0,No,No
2013-08-13,CoffsHarbour,7.7,21.6,0.0,4.0,10.5,26.0,No,No
2013-08-14,CoffsHarbour,9.2,21.4,0.0,3.2,3.7,33.0,No,No
2013-08-18,CoffsHarbour,6.7,21.0,2.4,3.2,10.6,30.0,Yes,No
2013-08-19,CoffsHarbour,6.0,22.7,0.0,2.8,10.6,30.0,No,No
2013-08-20,CoffsHarbour,8.8,18.6,0.0,3.6,10.5,44.0,No,No
2013-08-21,CoffsHarbour,4.2,17.2,0.0,4.8,10.7,37.0,No,No
2013-08-26,CoffsHarbour,8.6,23.5,0.0,3.6,10.9,22.0,No,No
2013-08-27,CoffsHarbour,8.2,22.5,0.0,2.8,10.1,24.0,No,No
2013-08-28,CoffsHarbour,7.9,25.0,0.0,2.8,10.2,35.0,No,No
2013-09-02,CoffsHarbour,14.4,22.0,0.0,4.4,8.2,26.0,No,No
2013-09-03,CoffsHarbour,12.7,21.9,0.0,2.2,10.2,26.0,No,No
2013-09-04,CoffsHarbour,12.0,21.5,0.2,4.2,10.4,22.0,No,No
2013-09-09,CoffsHarbour,14.7,24.2,0.0,4.0,10.5,54.0,No,No
2013-09-10,CoffsHarbour,14.0,29.0,0.0,4.0,10.1,48.0,No,No
2013-09-11,CoffsHarbour,16.0,24.1,0.0,4.8,10.6,31.0,No,No
2013-09-15,CoffsHarbour,15.9,23.4,0.0,4.0,9.4,39.0,No,Yes
2013-09-16,CoffsHarbour,15.7,22.9,1.8,5.4,1.3,65.0,Yes,Yes
2013-09-17,CoffsHarbour,16.4,23.6,14.4,1.8,10.9,52.0,Yes,No
2013-09-18,CoffsHarbour,11.9,24.5,0.0,2.8,9.7,35.0,No,No
2013-09-23,CoffsHarbour,11.9,27.8,0.0,3.6,11.2,46.0,No,No
2013-09-24,CoffsHarbour,17.3,27.9,0.0,5.0,4.9,37.0,No,No
2013-09-30,CoffsHarbour,12.1,28.4,0.0,5.4,11.0,63.0,No,No
2013-10-01,CoffsHarbour,17.5,32.1,0.0,5.4,8.5,59.0,No,No
2013-10-02,CoffsHarbour,15.5,24.5,0.0,6.0,10.8,50.0,No,No
2013-10-07,CoffsHarbour,11.5,25.2,0.0,5.2,7.9,56.0,No,No
2013-10-08,CoffsHarbour,15.2,23.2,0.0,7.0,8.2,50.0,No,Yes
2013-10-09,CoffsHarbour,9.7,24.3,7.0,5.0,11.3,39.0,Yes,No
2013-10-13,CoffsHarbour,20.4,32.0,0.0,6.0,3.0,41.0,No,No
2013-10-14,CoffsHarbour,17.2,24.0,0.6,4.6,10.0,61.0,No,No
2013-10-15,CoffsHarbour,11.4,21.8,0.0,8.0,11.9,31.0,No,No
2013-10-16,CoffsHarbour,12.9,26.2,0.0,6.6,10.9,63.0,No,No
2013-10-22,CoffsHarbour,18.5,28.8,0.0,6.4,12.3,56.0,No,No
2013-10-23,CoffsHarbour,17.9,30.4,0.0,6.8,10.8,61.0,No,No
2013-10-28,CoffsHarbour,15.6,25.7,0.0,6.0,7.8,61.0,No,No
2013-10-29,CoffsHarbour,17.9,31.5,0.0,4.0,5.3,63.0,No,Yes
2013-10-30,CoffsHarbour,15.6,23.3,14.4,5.2,8.9,52.0,Yes,No
2013-11-05,CoffsHarbour,13.6,23.1,0.0,9.2,5.7,48.0,No,No
2013-11-06,CoffsHarbour,16.5,23.0,0.0,6.2,10.7,28.0,No,No
2013-11-19,CoffsHarbour,13.5,25.3,12.2,2.4,12.8,52.0,Yes,No
2013-11-20,CoffsHarbour,17.3,25.0,0.0,6.8,10.6,31.0,No,No
2013-11-25,CoffsHarbour,14.9,24.7,0.2,4.8,11.5,50.0,No,Yes
2013-11-26,CoffsHarbour,15.6,23.6,7.4,6.6,12.2,57.0,Yes,No
2013-11-27,CoffsHarbour,15.4,23.7,0.0,4.6,12.8,31.0,No,No
2013-12-09,CoffsHarbour,19.2,28.7,0.0,7.2,10.5,61.0,No,No
2013-12-10,CoffsHarbour,20.6,27.7,0.4,5.8,1.0,35.0,No,No
2013-12-11,CoffsHarbour,19.5,26.3,0.0,3.2,7.0,37.0,No,No
2013-12-17,CoffsHarbour,17.9,24.8,0.6,3.6,9.7,26.0,No,No
2013-12-18,CoffsHarbour,15.8,25.5,0.0,7.0,12.6,26.0,No,No
2013-12-23,CoffsHarbour,21.1,29.4,0.0,8.0,9.7,59.0,No,No
2013-12-24,CoffsHarbour,19.7,24.5,0.0,7.0,2.8,43.0,No,No
2013-12-25,CoffsHarbour,19.7,23.8,0.6,2.8,0.2,28.0,No,No
2013-12-31,CoffsHarbour,17.2,26.7,0.0,4.6,10.2,33.0,No,No
2014-01-01,CoffsHarbour,18.6,26.5,0.0,6.0,11.1,50.0,No,No
2014-01-06,CoffsHarbour,21.8,31.2,0.0,7.6,12.5,31.0,No,No
2014-01-07,CoffsHarbour,19.9,21.5,0.2,8.0,0.9,31.0,No,Yes
2014-01-08,CoffsHarbour,17.3,22.4,10.4,2.8,0.6,35.0,Yes,Yes
2014-01-14,CoffsHarbour,18.3,27.1,0.0,3.8,12.2,24.0,No,No
2014-01-15,CoffsHarbour,17.8,28.1,0.0,7.4,12.6,33.0,No,No
2014-01-21,CoffsHarbour,21.3,28.5,0.0,6.2,11.2,52.0,No,Yes
2014-02-03,CoffsHarbour,17.0,27.2,0.0,6.6,8.8,31.0,No,No
2014-02-04,CoffsHarbour,17.3,28.1,0.0,4.4,11.6,35.0,No,Yes
2014-02-05,CoffsHarbour,17.7,20.5,10.8,6.8,1.2,52.0,Yes,Yes
2014-02-11,CoffsHarbour,17.7,27.3,0.0,6.8,12.3,30.0,No,No
2014-02-12,CoffsHarbour,18.2,27.9,0.0,5.4,12.2,35.0,No,Yes
2014-02-17,CoffsHarbour,19.5,26.0,7.8,3.6,0.7,41.0,Yes,No
2014-02-18,CoffsHarbour,21.3,27.5,0.0,4.0,5.3,31.0,No,No
2014-02-19,CoffsHarbour,23.8,30.9,0.0,2.2,11.6,63.0,No,No
2014-02-24,CoffsHarbour,17.8,25.7,0.8,6.6,7.6,31.0,No,Yes
2014-02-25,CoffsHarbour,19.4,26.4,9.0,3.4,8.4,26.0,Yes,No
2014-02-26,CoffsHarbour,18.6,28.8,0.0,5.0,10.1,52.0,No,No
2014-03-03,CoffsHarbour,19.0,26.2,5.0,3.0,9.9,31.0,Yes,No
2014-03-04,CoffsHarbour,16.6,25.9,0.0,4.6,7.8,30.0,No,No
2014-03-11,CoffsHarbour,18.5,25.8,10.2,3.4,7.5,37.0,Yes,Yes
2014-03-12,CoffsHarbour,17.2,26.0,3.6,3.6,9.1,28.0,Yes,No
2014-03-16,CoffsHarbour,18.4,32.3,0.0,7.4,6.2,57.0,No,Yes
2014-03-17,CoffsHarbour,17.1,25.7,11.7,4.4,11.1,26.0,Yes,No
2014-03-18,CoffsHarbour,16.9,27.5,0.0,4.4,9.7,43.0,No,No
2014-03-25,CoffsHarbour,17.5,24.4,16.8,3.4,0.9,15.0,Yes,Yes
2014-03-26,CoffsHarbour,20.2,25.4,5.8,1.0,0.2,39.0,Yes,Yes
2014-03-30,CoffsHarbour,19.2,26.2,0.4,1.4,7.1,26.0,No,Yes
2014-03-31,CoffsHarbour,20.1,25.8,5.6,4.4,8.2,28.0,Yes,Yes
2014-04-01,CoffsHarbour,18.6,26.1,15.4,3.4,7.1,28.0,Yes,No
2014-04-02,CoffsHarbour,19.1,27.1,0.0,4.0,9.7,33.0,No,No
2014-04-08,CoffsHarbour,17.6,24.7,0.0,4.6,4.2,33.0,No,No
2014-04-09,CoffsHarbour,17.0,25.2,0.0,4.0,9.6,22.0,No,No
2014-04-13,CoffsHarbour,16.8,25.1,0.0,4.8,10.0,54.0,No,No
2014-04-14,CoffsHarbour,17.5,21.0,1.0,5.0,0.7,43.0,No,Yes
2014-04-16,CoffsHarbour,15.6,24.4,0.0,2.8,8.1,48.0,No,No
2014-04-21,CoffsHarbour,13.0,24.6,0.0,3.0,9.5,24.0,No,No
2014-04-22,CoffsHarbour,14.4,28.2,0.0,2.8,10.0,37.0,No,No
2014-04-23,CoffsHarbour,15.8,27.3,0.0,3.8,8.2,37.0,No,No
2014-04-27,CoffsHarbour,17.7,25.2,0.0,2.6,2.5,50.0,No,Yes
2014-04-29,CoffsHarbour,14.8,23.5,2.6,2.8,8.3,39.0,Yes,No
2014-04-30,CoffsHarbour,15.8,23.0,0.0,3.8,3.2,35.0,No,No
2009-01-01,Moree,16.4,38.7,0.0,12.2,9.3,54.0,No,No
2009-01-02,Moree,22.3,30.3,0.0,11.2,3.0,30.0,No,No
2009-01-03,Moree,21.2,33.3,0.0,6.2,11.7,46.0,No,No
2009-01-04,Moree,16.4,33.5,0.0,11.2,13.3,39.0,No,No
2009-01-05,Moree,19.2,34.5,0.0,12.6,13.4,35.0,No,No
2009-01-06,Moree,21.3,36.8,0.0,10.8,12.4,33.0,No,No
2009-01-07,Moree,22.2,34.5,0.0,10.0,7.6,39.0,No,No
2009-01-08,Moree,23.7,36.4,0.0,8.6,7.7,46.0,No,No
2009-01-09,Moree,20.4,34.3,0.0,12.0,6.8,69.0,No,Yes
2009-01-11,Moree,18.2,33.0,3.4,8.6,11.8,76.0,Yes,No
2009-01-12,Moree,21.5,34.6,0.0,8.0,9.8,41.0,No,No
2009-01-13,Moree,21.2,35.9,0.0,10.4,13.1,43.0,No,No
2009-01-14,Moree,19.5,35.0,0.0,13.4,13.2,39.0,No,No
2009-01-15,Moree,20.5,36.1,0.0,12.2,13.2,43.0,No,No
2009-01-16,Moree,21.1,40.1,0.0,12.8,12.9,48.0,No,No
2009-01-17,Moree,15.0,35.6,0.0,16.8,13.3,57.0,No,No
2009-01-18,Moree,18.5,33.3,0.0,13.8,12.2,48.0,No,No
2009-01-19,Moree,19.7,31.6,0.0,12.2,3.7,52.0,No,No
2009-01-20,Moree,22.1,33.6,0.0,10.4,5.2,44.0,No,No
2009-01-21,Moree,23.8,32.5,0.0,8.8,0.7,76.0,No,Yes
2009-01-23,Moree,21.1,32.1,23.0,1.6,6.8,22.0,Yes,No
2009-01-24,Moree,23.2,35.5,0.0,5.2,10.9,28.0,No,No
2009-01-25,Moree,24.4,36.0,0.0,8.0,9.0,57.0,No,Yes
2009-01-26,Moree,22.7,34.4,5.4,7.2,13.1,43.0,Yes,No
2009-01-27,Moree,21.3,33.4,0.0,8.8,13.2,44.0,No,No
2009-01-28,Moree,20.3,33.7,0.0,10.2,13.1,41.0,No,No
2009-01-29,Moree,19.1,33.6,0.0,10.0,13.2,61.0,No,No
2009-01-30,Moree,20.2,33.6,0.0,10.0,13.0,48.0,No,No
2009-01-31,Moree,19.6,33.7,0.0,10.8,13.0,44.0,No,No
2009-02-01,Moree,19.5,35.1,0.0,9.8,11.8,48.0,No,No
2009-02-02,Moree,21.1,33.4,0.0,12.6,11.3,33.0,No,No
2009-02-03,Moree,20.4,34.7,0.0,8.0,11.4,52.0,No,No
2009-02-04,Moree,20.3,35.0,0.0,8.4,12.3,37.0,No,No
2009-02-05,Moree,22.1,36.8,0.0,9.6,12.6,35.0,No,No
2009-02-06,Moree,22.8,37.4,0.0,10.2,12.3,33.0,No,No
2009-02-07,Moree,19.7,36.1,0.0,11.6,12.8,44.0,No,No
2009-02-08,Moree,19.8,36.1,0.0,11.2,12.9,30.0,No,No
2009-02-09,Moree,20.0,40.5,0.0,10.6,12.7,31.0,No,No
2009-02-10,Moree,27.3,37.6,0.0,12.8,1.9,59.0,No,Yes
2009-02-11,Moree,20.8,31.9,7.0,9.8,12.1,48.0,Yes,No
2009-02-12,Moree,16.1,33.4,0.0,10.2,12.3,54.0,No,No
2009-02-13,Moree,19.4,25.5,0.0,9.8,3.8,69.0,No,Yes
2009-02-16,Moree,17.9,28.4,0.0,3.6,8.3,57.0,No,Yes
2009-02-18,Moree,18.5,30.0,0.0,4.0,10.4,52.0,No,No
2009-02-19,Moree,19.4,31.4,0.0,6.0,12.5,28.0,No,No
2009-02-20,Moree,19.6,31.8,0.0,5.4,10.3,33.0,No,No
2009-02-21,Moree,19.7,32.4,0.0,6.6,10.9,48.0,No,No
2009-02-22,Moree,19.8,32.6,0.0,6.6,12.3,41.0,No,No
2009-02-23,Moree,19.1,32.1,0.0,7.8,12.3,33.0,No,No
2009-02-24,Moree,19.6,32.4,0.0,7.4,11.6,30.0,No,No
2009-02-25,Moree,21.9,31.6,0.0,7.6,8.6,46.0,No,No
2009-02-26,Moree,17.8,32.8,0.0,7.2,12.3,31.0,No,No
2009-02-27,Moree,18.6,30.7,0.0,7.8,12.0,37.0,No,No
2009-02-28,Moree,14.2,33.6,0.0,8.6,11.9,39.0,No,No
2009-03-02,Moree,16.3,34.6,0.0,9.8,6.4,28.0,No,No
